id,instruction_target_image,instruction_prompt,source
edit_1064,image_edit_magic_data/image_1064.png,remove one of the women,image_edit_meta
edit_1065,image_edit_magic_data/image_1065.png,remove the butterfly,image_edit_meta
edit_1066,image_edit_magic_data/image_1066.png,remove the tattoo,image_edit_meta
edit_1067,image_edit_magic_data/image_1067.png,get rid of the sunglasses,image_edit_meta
edit_1068,image_edit_magic_data/image_1068.png,remove the coffee cup,image_edit_meta
edit_1069,image_edit_magic_data/image_1069.png,get rid of the grooming table,image_edit_meta
edit_1070,image_edit_magic_data/image_1070.png,remove the sign,image_edit_meta
edit_1071,image_edit_magic_data/image_1071.png,eliminate the glasses and the tattoo,image_edit_meta
edit_1072,image_edit_magic_data/image_1072.png,remove the soda,image_edit_meta
edit_1073,image_edit_magic_data/image_1073.png,get rid of the dog,image_edit_meta
edit_1074,image_edit_magic_data/image_1074.png,without the white mountains,image_edit_meta
edit_1075,image_edit_magic_data/image_1075.png,remove the polka dots,image_edit_meta
edit_1076,image_edit_magic_data/image_1076.png,remove the drinks,image_edit_meta
edit_1077,image_edit_magic_data/image_1077.png,shave the beard,image_edit_meta
edit_1078,image_edit_magic_data/image_1078.png,get rid of the young woman,image_edit_meta
edit_1079,image_edit_magic_data/image_1079.png,delete the table,image_edit_meta
edit_1080,image_edit_magic_data/image_1080.png,remove the headscarf,image_edit_meta
edit_1081,image_edit_magic_data/image_1081.png,remove the trophy,image_edit_meta
edit_1082,image_edit_magic_data/image_1082.png,remove the trophy,image_edit_meta
edit_1083,image_edit_magic_data/image_1083.png,remove the bag of bread,image_edit_meta
edit_1084,image_edit_magic_data/image_1084.png,make the couple be aliens,image_edit_meta
edit_1085,image_edit_magic_data/image_1085.png,get rid of the muffin,image_edit_meta
edit_1086,image_edit_magic_data/image_1086.png,make her hair darker,image_edit_meta
edit_1087,image_edit_magic_data/image_1087.png,change the tree to a giant mushroom,image_edit_meta
edit_1088,image_edit_magic_data/image_1088.png,set them in a snowy place,image_edit_meta
edit_1089,image_edit_magic_data/image_1089.png,set the pool to be filled with juice,image_edit_meta
edit_1090,image_edit_magic_data/image_1090.png,she's now a superhero,image_edit_meta
edit_1091,image_edit_magic_data/image_1091.png,replace the black dress with a colorful one,image_edit_meta
edit_1092,image_edit_magic_data/image_1092.png,have the statue be made of ice,image_edit_meta
edit_1093,image_edit_magic_data/image_1093.png,transform the background to a cozy living room,image_edit_meta
edit_1094,image_edit_magic_data/image_1094.png,transform the moths into butterflies,image_edit_meta
edit_1095,image_edit_magic_data/image_1095.png,change the drink to juice,image_edit_meta
edit_1096,image_edit_magic_data/image_1096.png,take the family to a beach,image_edit_meta
edit_1097,image_edit_magic_data/image_1097.png,change the atmosphere to a dark and mysterious forest,image_edit_meta
edit_1098,image_edit_magic_data/image_1098.png,have them be in a futuristic city,image_edit_meta
edit_1099,image_edit_magic_data/image_1099.png,have them drinking tea,image_edit_meta
edit_1100,image_edit_magic_data/image_1100.png,turn into a painting,image_edit_meta
edit_1101,image_edit_magic_data/image_1101.png,turn them into vampires,image_edit_meta
edit_1102,image_edit_magic_data/image_1102.png,set the girl in a futuristic city,image_edit_meta
edit_1103,image_edit_magic_data/image_1103.png,change the street to a forest,image_edit_meta
edit_1104,image_edit_magic_data/image_1104.png,place him in a futuristic city,image_edit_meta
edit_1105,image_edit_magic_data/image_1105.png,make it look like a watercolor painting,image_edit_meta
edit_1106,image_edit_magic_data/image_1106.png,convert the flowers to butterflies,image_edit_meta
edit_1107,image_edit_magic_data/image_1107.png,make the fishing trophy a giant goldfish,image_edit_meta
edit_1108,image_edit_magic_data/image_1108.png,set it in a studio,image_edit_meta
edit_1109,image_edit_magic_data/image_1109.png,replace the hat with a crown,image_edit_meta
edit_1110,image_edit_magic_data/image_1110.png,age her 50 years,image_edit_meta
edit_1111,image_edit_magic_data/image_1111.png,turn her hair into a lion's mane,image_edit_meta
edit_1112,image_edit_magic_data/image_1112.png,have her do a handstand on a skateboard,image_edit_meta
edit_1113,image_edit_magic_data/image_1113.png,transform into a futuristic city,image_edit_meta
edit_1114,image_edit_magic_data/image_1114.png,change christmas theme to halloween,image_edit_meta
edit_1115,image_edit_magic_data/image_1115.png,replace dog with cat,image_edit_meta
edit_1116,image_edit_magic_data/image_1116.png,set the store in a futuristic city,image_edit_meta
edit_1117,image_edit_magic_data/image_1117.png,have her wear a superhero costume,image_edit_meta
edit_1118,image_edit_magic_data/image_1118.png,let's see her in a music concert,image_edit_meta
edit_1119,image_edit_magic_data/image_1119.png,change the background to a savannah,image_edit_meta
edit_1120,image_edit_magic_data/image_1120.png,change the background to a cityscape,image_edit_meta
edit_1121,image_edit_magic_data/image_1121.png,give the surfer a shark tail,image_edit_meta
edit_1122,image_edit_magic_data/image_1122.png,let's see her in a futuristic city,image_edit_meta
edit_1123,image_edit_magic_data/image_1123.png,make him a superhero,image_edit_meta
edit_1124,image_edit_magic_data/image_1124.png,convert to a painting,image_edit_meta
edit_1125,image_edit_magic_data/image_1125.png,convert to a futuristic cityscape,image_edit_meta
edit_1126,image_edit_magic_data/image_1126.png,make the forest more mystical,image_edit_meta
edit_1127,image_edit_magic_data/image_1127.png,make her hair shorter,image_edit_meta
edit_1128,image_edit_magic_data/image_1128.png,replace avocado with peanut butter,image_edit_meta
edit_1129,image_edit_magic_data/image_1129.png,change the bottle to a magical potion,image_edit_meta
edit_1130,image_edit_magic_data/image_1130.png,put the beekeeper in a spaceship,image_edit_meta
edit_1131,image_edit_magic_data/image_1131.png,let's see it in spring,image_edit_meta
edit_1132,image_edit_magic_data/image_1132.png,turn into a mischievous little boy,image_edit_meta
edit_1133,image_edit_magic_data/image_1133.png,make her a superhero,image_edit_meta
edit_1134,image_edit_magic_data/image_1134.png,make it a 3D sculpture,image_edit_meta
edit_1135,image_edit_magic_data/image_1135.png,place the veterinarian and dog in a snowy environment,image_edit_meta
edit_1136,image_edit_magic_data/image_1136.png,replace flower with a bird,image_edit_meta
edit_1137,image_edit_magic_data/image_1137.png,make the robot evil,image_edit_meta
edit_1138,image_edit_magic_data/image_1138.png,give him a robot arm,image_edit_meta
edit_1139,image_edit_magic_data/image_1139.png,change hair to blonde,image_edit_meta
edit_1140,image_edit_magic_data/image_1140.png,change the fruit to pineapple,image_edit_meta
edit_1141,image_edit_magic_data/image_1141.png,change the background to a cityscape,image_edit_meta
edit_1142,image_edit_magic_data/image_1142.png,change the season to summer,image_edit_meta
edit_1143,image_edit_magic_data/image_1143.png,put her in a music concert,image_edit_meta
edit_1144,image_edit_magic_data/image_1144.png,make the woman a superhero,image_edit_meta
edit_1145,image_edit_magic_data/image_1145.png,have her hair flowing in the wind,image_edit_meta
edit_1146,image_edit_magic_data/image_1146.png,make the couple elderly,image_edit_meta
edit_1147,image_edit_magic_data/image_1147.png,take away the shed,image_edit_meta
edit_1148,image_edit_magic_data/image_1148.png,have the bird fly around him,image_edit_meta
edit_1149,image_edit_magic_data/image_1149.png,make it a painting,image_edit_meta
edit_1150,image_edit_magic_data/image_1150.png,make the background a cityscape at sunset,image_edit_meta
edit_1151,image_edit_magic_data/image_1151.png,have them take a selfie,image_edit_meta
edit_1152,image_edit_magic_data/image_1152.png,have them be in space,image_edit_meta
edit_1153,image_edit_magic_data/image_1153.png,more futuristic background,image_edit_meta
edit_1154,image_edit_magic_data/image_1154.png,convert to a colorful illustration,image_edit_meta
edit_1155,image_edit_magic_data/image_1155.png,give the man a superhero cape,image_edit_meta
edit_1156,image_edit_magic_data/image_1156.png,let's see her in a futuristic cyberpunk setting,image_edit_meta
edit_1157,image_edit_magic_data/image_1157.png,convert to a dark and spooky easter bunny,image_edit_meta
edit_1158,image_edit_magic_data/image_1158.png,put a crown on the man,image_edit_meta
edit_1159,image_edit_magic_data/image_1159.png,place her in a futuristic city,image_edit_meta
edit_1160,image_edit_magic_data/image_1160.png,turn into a pizza,image_edit_meta
edit_1161,image_edit_magic_data/image_1161.png,have the deer be in a circus,image_edit_meta
edit_1162,image_edit_magic_data/image_1162.png,replace mountains with skyscrapers,image_edit_meta
edit_1163,image_edit_magic_data/image_1163.png,change to a campfire setting,image_edit_meta
edit_1164,image_edit_magic_data/image_1164.png,put a giant statue behind them,image_edit_meta
edit_1165,image_edit_magic_data/image_1165.png,have the girl's hair be short and red,image_edit_meta
edit_1166,image_edit_magic_data/image_1166.png,make it a desert road,image_edit_meta
edit_1167,image_edit_magic_data/image_1167.png,put a book in her hand,image_edit_meta
edit_1168,image_edit_magic_data/image_1168.png,have the rocks be colorful,image_edit_meta
edit_1169,image_edit_magic_data/image_1169.png,put him in a soccer field,image_edit_meta
edit_1170,image_edit_magic_data/image_1170.png,have the golden retriever be a unicorn,image_edit_meta
edit_1171,image_edit_magic_data/image_1171.png,have the cat be a lion,image_edit_meta
edit_1172,image_edit_magic_data/image_1172.png,make it raining,image_edit_meta
edit_1173,image_edit_magic_data/image_1173.png,change the background to a beach,image_edit_meta
edit_1174,image_edit_magic_data/image_1174.png,change the color of the dress to red,image_edit_meta
edit_1175,image_edit_magic_data/image_1175.png,have them be in a garden,image_edit_meta
edit_1176,image_edit_magic_data/image_1176.png,dress them in ancient greek clothing,image_edit_meta
edit_1177,image_edit_magic_data/image_1177.png,make it a watercolor painting,image_edit_meta
edit_1178,image_edit_magic_data/image_1178.png,let's see them in a western movie,image_edit_meta
edit_1179,image_edit_magic_data/image_1179.png,change the gym to a temple,image_edit_meta
edit_1180,image_edit_magic_data/image_1180.png,make her look away from the camera,image_edit_meta
edit_1181,image_edit_magic_data/image_1181.png,have him wear a suit and tie,image_edit_meta
edit_1182,image_edit_magic_data/image_1182.png,change the background to a cityscape,image_edit_meta
edit_1183,image_edit_magic_data/image_1183.png,have her sunglasses be a superhero mask,image_edit_meta
edit_1184,image_edit_magic_data/image_1184.png,make the background a garden,image_edit_meta
edit_1185,image_edit_magic_data/image_1185.png,change the background to a dark forest,image_edit_meta
edit_1186,image_edit_magic_data/image_1186.png,freeze the waterfall,image_edit_meta
edit_1187,image_edit_magic_data/image_1187.png,put a unicorn next to her,image_edit_meta
edit_1188,image_edit_magic_data/image_1188.png,make the mountain into a volcano,image_edit_meta
edit_1189,image_edit_magic_data/image_1189.png,give her a crown,image_edit_meta
edit_1190,image_edit_magic_data/image_1190.png,dress them up in elegant gowns,image_edit_meta
edit_1191,image_edit_magic_data/image_1191.png,set her hair to rainbow,image_edit_meta
edit_1192,image_edit_magic_data/image_1192.png,change the shirt to red,image_edit_meta
edit_1193,image_edit_magic_data/image_1193.png,transform into a futuristic cityscape,image_edit_meta
edit_1194,image_edit_magic_data/image_1194.png,set it in a futuristic city,image_edit_meta
edit_1195,image_edit_magic_data/image_1195.png,place her in a field of wheat,image_edit_meta
edit_1196,image_edit_magic_data/image_1196.png,have her swimsuit turn into a flowy dress,image_edit_meta
edit_1197,image_edit_magic_data/image_1197.png,convert the office building into a resort,image_edit_meta
edit_1198,image_edit_magic_data/image_1198.png,let's see her in a futuristic city,image_edit_meta
edit_1199,image_edit_magic_data/image_1199.png,make it a bird's eye view,image_edit_meta
edit_1200,image_edit_magic_data/image_1200.png,take off the winter coat,image_edit_meta
edit_1201,image_edit_magic_data/image_1201.png,make it a 3D illustration,image_edit_meta
edit_1202,image_edit_magic_data/image_1202.png,set it in the tropics,image_edit_meta
edit_1203,image_edit_magic_data/image_1203.png,make it look like a mansion,image_edit_meta
edit_1204,image_edit_magic_data/image_1204.png,make it a boy,image_edit_meta
edit_1205,image_edit_magic_data/image_1205.png,place her in a tropical island,image_edit_meta
edit_1206,image_edit_magic_data/image_1206.png,make it futuristic,image_edit_meta
edit_1207,image_edit_magic_data/image_1207.png,change the season to spring,image_edit_meta
edit_1208,image_edit_magic_data/image_1208.png,put a parrot on his shoulder,image_edit_meta
edit_1209,image_edit_magic_data/image_1209.png,make the girl a scarecrow,image_edit_meta
edit_1210,image_edit_magic_data/image_1210.png,make it into a modern art piece,image_edit_meta
edit_1211,image_edit_magic_data/image_1211.png,make it a fantasy scene,image_edit_meta
edit_1212,image_edit_magic_data/image_1212.png,make it summer,image_edit_meta
edit_1213,image_edit_magic_data/image_1213.png,in the forest,image_edit_meta
edit_1214,image_edit_magic_data/image_1214.png,have her wear a crown,image_edit_meta
edit_1215,image_edit_magic_data/image_1215.png,make the flowers into butterflies,image_edit_meta
edit_1216,image_edit_magic_data/image_1216.png,take the woman to a field of tulips,image_edit_meta
edit_1217,image_edit_magic_data/image_1217.png,turn into a mermaid,image_edit_meta
edit_1218,image_edit_magic_data/image_1218.png,replace the jewelry with a flower crown,image_edit_meta
edit_1219,image_edit_magic_data/image_1219.png,have the boy play with a toy rocket instead,image_edit_meta
edit_1220,image_edit_magic_data/image_1220.png,grow her hair long,image_edit_meta
edit_1221,image_edit_magic_data/image_1221.png,have the puppy jump into a lake,image_edit_meta
edit_1222,image_edit_magic_data/image_1222.png,place a guitar in his hands,image_edit_meta
edit_1223,image_edit_magic_data/image_1223.png,add a cup of hot coffee,image_edit_meta
edit_1224,image_edit_magic_data/image_1224.png,incorporate a disco ball,image_edit_meta
edit_1225,image_edit_magic_data/image_1225.png,add a cigarette,image_edit_meta
edit_1226,image_edit_magic_data/image_1226.png,add a scoop of ice cream,image_edit_meta
edit_1227,image_edit_magic_data/image_1227.png,put a scarf on the father,image_edit_meta
edit_1228,image_edit_magic_data/image_1228.png,Add a picturesque sunset in the background.,image_edit_meta
edit_1229,image_edit_magic_data/image_1229.png,include a treehouse,image_edit_meta
edit_1230,image_edit_magic_data/image_1230.png,add a small bird on the daughter's shoulder,image_edit_meta
edit_1231,image_edit_magic_data/image_1231.png,add a beach ball to the scene,image_edit_meta
edit_1232,image_edit_magic_data/image_1232.png,insert a stuffed animal on the bed,image_edit_meta
edit_1233,image_edit_magic_data/image_1233.png,add a delicious grilled fish.,image_edit_meta
edit_1234,image_edit_magic_data/image_1234.png,add a ice cream cone to the girl's hand,image_edit_meta
edit_1235,image_edit_magic_data/image_1235.png,append a present,image_edit_meta
edit_1236,image_edit_magic_data/image_1236.png,add a sailboat to the river,image_edit_meta
edit_1237,image_edit_magic_data/image_1237.png,append a laptop to the table,image_edit_meta
edit_1238,image_edit_magic_data/image_1238.png,set a dumbbell in her hand,image_edit_meta
edit_1239,image_edit_magic_data/image_1239.png,insert a red umbrella in her hand,image_edit_meta
edit_1240,image_edit_magic_data/image_1240.png,insert a lighthouse,image_edit_meta
edit_1241,image_edit_magic_data/image_1241.png,set a book on the hay bale next to the young man.,image_edit_meta
edit_1242,image_edit_magic_data/image_1242.png,have him hold a coconut,image_edit_meta
edit_1243,image_edit_magic_data/image_1243.png,add a gladiator holding a sword and shield,image_edit_meta
edit_1244,image_edit_magic_data/image_1244.png,incorporate a rubber duck,image_edit_meta
edit_1245,image_edit_magic_data/image_1245.png,place a cute little bird on her shoulder,image_edit_meta
edit_1246,image_edit_magic_data/image_1246.png,incorporate a bouquet of flowers,image_edit_meta
edit_1247,image_edit_magic_data/image_1247.png,add a sailboat in the background,image_edit_meta
edit_1248,image_edit_magic_data/image_1248.png,add a golden crown to one of the pomegranates,image_edit_meta
edit_1249,image_edit_magic_data/image_1249.png,set a pink background,image_edit_meta
edit_1250,image_edit_magic_data/image_1250.png,add a sweat towel over his shoulder,image_edit_meta
edit_1251,image_edit_magic_data/image_1251.png,add a cute little puppy following them,image_edit_meta
edit_1252,image_edit_magic_data/image_1252.png,add a pair of sunglasses on the young man,image_edit_meta
edit_1253,image_edit_magic_data/image_1253.png,add a charming smile to the woman,image_edit_meta
edit_1254,image_edit_magic_data/image_1254.png,insert a peacock feather in her hair,image_edit_meta
edit_1255,image_edit_magic_data/image_1255.png,incorporate a bright moon in the sky,image_edit_meta
edit_1256,image_edit_magic_data/image_1256.png,add a pair of dangling earrings,image_edit_meta
edit_1257,image_edit_magic_data/image_1257.png,add a scoop,image_edit_meta
